row_number,text,classification
35,"""This is a really fun movie. One of those you can sit and mindlessly watch as the plot gets more and more twisted; more and more funny. Sally Field, Teri Hatcher (in her hey-day), Kevin Klein, Elisabeth Shue, Robert Downey, Jr...It's all these well-known, quality actors acting as if they are soap opera stars/producers. If you have ever watched a soap opera and thought, ""How on earth did they come up with THIS idea??"", you will LOVE this movie. I have seen it multiple times; and each time I watch it, the more I appreciate the humor, the more I realize just how well-acted it really is. Don't expect Oscar quality. This is a fun movie to entertain, not some artsy attempt at finding ""man's inner man"", etc. Sit back, relax, and laugh.""",3
36,"""On an overnight flight from Los Angeles to Miami, Lisa Reisert (Rachel McAdams) meets a charming man who turns out to be a hired killer who demands her help killing a businessman or else her own father will die.<br /><br />Red Eye is a terrific thriller that keeps the audience on the edge of their seats. The premise is similar to Cellular and Phone Booth but Red Eye is better than both of those films. Almost everything about Red Eye is above average including the suspense, the acting and the direction. Most of the film does take place on a plane but that doesn't slow down the movie. The film is very fast pace and exciting with no slow or boring spots. Wes Craven does a really good job behind the camera. Instead of focusing on the thrills, he focuses on the story and the characters. The movie does have its share of suspenseful moments but that's not what the film is really about. I also like the way Wes Craven focuses on the other passengers and the small details that become important later on. Red Eye really shows his skills at storytelling.<br /><br />Red Eye also works well because of its young and talented cast. Rachel McAdams gives a very engaging performance and her character is hard to hate. You may even end up cheering for her out loud. Cillian Murphy gives a very creepy and effective performance as the villain. The way he acts charming at first but then turns psycho is especially impressive. The supporting actors are also pretty good which include Brain Cox and Jayma Mays.<br /><br />The movie is also very stylish and it has this overall creepy vibe to it. The setting works well since there is an obvious fear of isolation and no escape. Overall, the tone of the film is consistently creepy. The screenplay isn't as strong as everything else though. There are a few unrealistic moments that may distract the viewer. Most of them didn't bother me but there were of few that left me shaking my head. Also, the ending is disappointing. It isn't a bad ending just a very simple one and a different approach would have been better. Since the movie focuses on the characters, there is really no scream moments maybe just a few jumps. If you expect a horror movie then you will end up disappointed. In the end, Red Eye is an engaging thriller and it's one of the best movies of the summer. Rating 8/10""",3
37,"""Hitchcock was of the opinion that audiences aren't really interested in what puts protagonists into danger - only that they ARE in danger, and need to escape.<br /><br />This film proves Hitchcock was not 100% correct. Police believe Jean Simmons is guilty of a crime, when she plainly isn't. Trevor Howard decides their best course of action is to run for it. And so, the body of the movie has our charismatic pair dodging on and off trains, buses and coaches - jumping across rocks at the top of a waterfall - scrambling across dockyard roofs.<br /><br />All good exciting stuff - but I couldn't get out of my mind that it was all unnecessary. They should have stayed put.<br /><br />In other words, the MacGuffin wasn't strong enough.""",3
38,"""Although Lang's version is more famous,Borzage's work is not devoid of interest ,far from it:its ""celestial"" sequences are even better.The metaphor of the train (perhaps borrowed from the ending of Abel Gance's ""la roue"" ) is eventually more convincing than the ""up above"" heavenly world.<br /><br />Borzage's tenderness for his characters shows in Marie's character and love beyond the grave is one of his favorite subjects (the ending of ""three comrades"" ).The amusement park seems to be everywhere: we see it even when we are in Marie's poor house.I do not think that the sets are that much cheesy,they are stylized to a fault.The fair from a distance almost gives a sci-fi feel to the movie.<br /><br />Borzage never forgets his social concerns: in the heavenly train going up,the Rich cannot stand to be mixed up with the riffraff but as ""chief magistrate"" tells :""here there's no more difference"" .<br /><br />Not a major work for Borzage (neither is Lang's version),but to seek out if you are interested in the great director's career.""",3
39,"""While this movie has many flaws, it is in fact a fun '80s movie. Eddie Murphy peaks during his 80's movies here. While his character is indistinguishable from earlier movies, his timing is almost flawless with perfect partners and foils.<br /><br />Couple this with the hypnotic beauty of Charlotte Lewis, this makes for a fun rainy day action-comedy flick.<br /><br />""",3
40,"""David Duchovny plays the lead role in this film.Now a lot of people upon finding that fact out wouldn't even bother watching it.Very unfair to say the least.David made his name on the x-files and is a decent actor. Dr Eugene Sands(Duchovny)is a drug addicted doctor struck off for malpractice.By sheer accident he becomes a private doctor for criminal millionaire Raymond Blossom.However the FBI take an interest in using Eugene to snare Blossom. Angelina Jolie is cast in the supporting role of clare-the gangsters moll.She puts in a solid performance. Timothy Hutton playing Blossom is superb and immersed himself deeply into his character. Duchovny himself isn't as bad as many people would think and in the end i would rate his performance his credible.His familiar monotonous tone and straight face is present but dosen't detract too much from the film""",3
41,"""I didn't know the real events when I sat down to watch this, just the fact that this was based upon a true story. After the death of the kid's father, Rhonda tries to help her daughter Desiree(... I did not know anyone actually named their offspring that) cope with the loss. This is really made for children, as is often the case with ""family"" flicks(with that said, go ahead and get everyone together for a viewing, though I'd keep teenagers out of it, unless you're sure they're gonna buy the concept), but it doesn't downplay the sting that the death of a parent is, and it doesn't really talk down to anyone. The plot is sufficiently interesting, and moves along well enough. Acting varies, with the excellent Burstyn outshining most of her fellow cast, Mathis following that pretty well, and Ferland and her peers(with a few exceptions) being the least convincing of the bunch(and frankly, they're irritating; then again, I'm not really in the intended audience for this thing). The editing and cinematography are standard, and certainly not less than that. While humor is limited to a handful of amusing lines or so, the tone is not an unpleasant one. There is an intense scene or two in this. I recommend this to fans of these types of movies. 7/10""",3
42,"""It's not too bad a b movie, with Sanders, Barrie, Hale, Cowen, Hamilton, Gargan, Fitzgerald and even Willie Best we could be either with Charlie Chan, Moto, the Falcon, Blackie, Holmes or the Saint etc. In other words you get the chance to spend another hour in the company of some old friends, from plain to urbane, murdering and being murdered - always a pleasure in my book.<br /><br />Barrie's a hard-boiled dame out to avenge and clear her framed and dead father, a police detective by planning and carrying out with her coterie a string of underworld assassinations. Which would surely have had the opposite effect! Sanders joins in the fun simply by dancing in the right club in the right place in the right city at the right time with the right lighting falling on both him and the first killer (at the right time!) and killing him.<br /><br />The story and acting's OK, the only gripe I've got is near the end with the hurried and almost laughable discovery of who the evil genius (Waldeman) was - did they almost forget about his relevance in the plot? That said, a solid entry in the series.""",3
43,"""As drunken millionaire playboy Arthur Bach, Dudley Moore is perfect as a grown man trapped in childhood. As it turned out, the role fit Moore so perfectly, it trapped him as an actor as well. Many disappointments soon followed (including this film's pale sequel), yet that doesn't diminish the charm or appeal of this picture, which is cleverly written and directed. Some of Moore's drunk scenes are forced, parts of the film are wobbly, but the cast performs with so much relish it's a difficult movie to resist. It has a very big heart and gives Oscar-winner John Gielgud a sly, dryly amusing role as Arthur's valet, Hobson; his relationship with Arthur is delicious and they have a miraculous rapport. Liza Minnelli (as a blue-collar love-interest) is sassy in a low-key and Moore is brash, but deft and lively; he never shook off the shadow of Arthur, but at least we have this document of a career high-point to cherish. *** from ****""",3
44,"""Hard to categorize the film - perhaps it's an avant garde spy thriller? Mother Night is a very good Vonnegut novel, and most certainly one of his easiest novels to adapt into a feature length film. The film adaptation is very faithful to the original book. The ""indie"" approach to how this film was produced is probably more effective than having a big Hollywood studio financing it. These days, I doubt an intelligent novel like Mother Night would ever get the green light from the big Hollywood grindhouses. And normally that is too bad, but not in this case. Mother Night has tight direction and a solid cast. Nick Nolte who seems to be getting better roles as he gets older, still has that ""everyman"" persona that allows him to take on a wide range of different characters. Sheryl Lee is beautiful and great as always. I always thought she deserved better than she got out of the entertainment industry. I guess making your debut as a dead girl (Twin Peaks)with little air time isn't the choicest of roles, even if the TV show becomes a minor phenomenon. Anyway this film is totally enjoyable and you don't have to read the book to understand the movie. In fact, given today's geopolitical realities, the novel's premise may appear dated, and some younger viewers with little knowledge of history will be utterly confused by the events unfolding (I am talking to you, fellow Americans who are students and scoring the lowest in the industrialized world in geography, history, and lord knows what other subjects!).""",3
45,"""The thirties horror films that are best remembered are always the likes of Dracula and Frankenstein; and there's a very good reason for that, but there were a number of smaller but nevertheless excellent productions, and The Invisible Ray is certainly one of them. The plot is not particularly original and similar plots have been seen many times before (even way back in 1936) but the way that everything is put together is certainly very imaginative and director Lambert Hillyer has created a very nifty little original horror film. The plot focuses on the good hearted Dr Janos Rukh; a man who has discovered a way to recreate the history of the Earth. His discovery leads him to believe that there may be an unknown radioactive element somewhere in Africa and so he sets off along with a team of esteemed colleagues to find it. However, tragedy strikes while on the expedition and the good doctor ends up becoming exposed to the element; which makes him glow in the dark, and also sends him mad...<br /><br />The biggest draw of the film is undoubtedly the fact that it stars the two biggest horror stars of its day - Boris Karloff and Bela Lugosi, and both give excellent performances. Karloff really shows what a good actor he is and his character has plenty of meat for Karloff to impress with. Bela Lugosi has a role which is extremely different from what we're used to seeing him in, and it's a great performance from him also; it's nice to see a bit of versatility from Lugosi. The film does get off to a rather slow start; but things soon start to pick up. The second half of the film is the best and that's really when the film gets exciting and Karloff gets a chance to shine (literally). The film does not put its focus on big special effects and largely relies on the actions of the central character to keep things interesting; and it does work very well. The film remains interesting throughout and boils down to a very decent climax that wraps everything up nicely. Overall, The Invisible Ray may not be one of the very best horror films of the thirties; but it's a very good one and comes recommended.""",3
46,"""New York has never looked so good! And neither has anyone in this movie. While the script is a bit lightweight you can't help but like this movie or any of the characters in it. You almost wish people like this really existed. The appeal of the actors are what really put it over(John Ritter, Colleen Camp and the late Dorothy Stratten are particularly good.) Go ahead and rent or buy this movie you'll be glad you did.""",3
47,"""It is noteworthy that mine is only the third review of this film, whereas `Patton- Lust for Glory', producer Frank McCarthy's earlier biography of a controversial American general from the Second World War, has to date attracted nearly a hundred comments. Like a previous reviewer, I am intrigued by why one film should have received so much more attention than the other.<br /><br />One difference between the two films is that `Patton' is more focused, concentrating on a relatively short period at and immediately after the end of the Second World War, whereas `MacArthur' covers not only this war but also its subject's role in the Korean war, as well as his period as American governor of occupied Japan during the interlude.<br /><br />The main difference, however, lies in the way the two leaders are played. Gregory Peck dominates this film even more than George C. Scott dominated `Patton'. Whereas Scott had another major star, Karl Malden, playing opposite him as General Bradley, none of the other actors in `MacArthur' are household names, at least for their film work. Scott, of course, portrayed Patton as aggressive and fiery-tempered, a man who at times was at war with the rest of the human race, not just with the enemy. I suspect that in real life General MacArthur was as volcanic an individual as Patton, but that is not how he appears in this film. Peck's MacArthur is of a more reflective, thoughtful bent, comparable to the liberal intellectuals he played in some of his other films. At times, he even seems to be a man of the political left. Much of his speech on the occasion of the Japanese surrender in 1945 could have been written by a paid-up member of CND, and his policies for reforming Japanese society during the American occupation have a semi-socialist air to them. In an attempt to show something of MacArthur's gift for inspiring leadership, Peck makes him a fine speaker, but his speeches always seem to owe more to the studied tricks of the practised rhetorician than to any fire in the heart. It is as if Atticus Finch from `To Kill a Mockingbird' had put on a general's uniform.<br /><br />Whereas Scott attempted a `warts and all' portrait of Patton, the criticism has been made that `MacArthur' attempts to gloss over some of its subject's less attractive qualities. I think that this criticism is a fair one, particularly as far as the Korean War is concerned. The film gives the impression that MacArthur was a brilliant general who dared stand up to interfering, militarily ignorant politicians who did not know how to fight the war and was sacked for his pains when victory was within his grasp. Many historians, of course, feel that Truman was forced to sack MacArthur because the latter's conduct was becoming a risk to world peace, and had no choice but to accept a stalemate because Stalin would not have allowed his Chinese allies to be humiliated. Even during the Korean scenes, Peck's MacArthur comes across as more idealistic than his real-life original probably was; we see little of his rashness and naivety about political matters. (Truman 's remark `he knows as much about politics as a pig knows about Sunday' was said about Eisenhower, but it could equally well have been applied to MacArthur's approach to international diplomacy). Perhaps the film's attempt to paint out some of MacArthur's warts reflects the period in which it was made. The late seventies, after the twin traumas of Vietnam and Watergate, was a difficult time for America, and a public looking for reassurance might have welcomed a reassuringly heroic depiction of a military figure from the previous generation. Another criticism I would make of the film is that it falls between two stools. If it was intended to be a full biography of MacArthur, something should have been shown of his early life, which is not covered at all. (The first we see of the general is when he is leading the American resistance to the Japanese invasion of the Philippines). One theme that runs throughout the film is the influence of General MacArthur's father, himself a military hero. I would have liked to see what sort of man Arthur MacArthur was, and just why his son considered him to be such a hero and role model. Another interesting way of making the film would have been to concentrate on Korea and on MacArthur's clash with Truman, with equal prominence given to the two men and with actors of similar stature playing them. The way in which the film actually was made seemed to me to be less interesting than either of these alternative approaches.<br /><br />It would be wrong, however, to give the impression that I disliked the film altogether. Although I may not have agreed with Peck's interpretation of the main role, there is no denying that he played it with his normal professionalism and seriousness. The film as a whole is a good example of a solid, workmanlike biopic, thoughtful and informative. It is a good film, but one that could have been a better one. 7/10.<br /><br />On a pedantic note, the map which MacArthur is shown using during the Korean War shows the DMZ, the boundary between the two Korean states that did not come into existence until after the war. (The pre-war boundary was the 38th parallel). Also, I think that MacArthur was referring to the `tocsin' of war. War may be toxic, but it is difficult to listen with thirsty ear for a toxin.""",3
48,"""I absolutely LOVED this Soap. It has been one of my favorite. Will highly recommend :)... I just love Brazilian soaps, they deal with real life events. I'm really sad that the soap ended but I'm sure I'll be able to find it somewhere. For those of you who have not seen it, please see it. I loved the characters, the plot and how things turned out in the end for the villains. The only thing I would have changed is the end for Xica and her long life love. I can't wait to see it again and highly recommend it. Xica has been by far, the best soap I have ever seen. Forget everything else :)GO XICA.. Hope you all like it as well.""",3
49,"""Half a dozen short stories of varying interest enlighten us about life in Finland. These stories are interwoven and each contains a scene in which a sonic boom is heard. This indicates that the events depicted happen at the same time.<br /><br />The film begins with a bungy jump which promises some excitement but the early stories are quite low key. The film improves so stick with it. Two broken marriages in stories that follow provide plenty of drama while a scene in a hospital gives us a terminally ill patient begging for pain relief. The last moments with his wife are both convincing and moving.<br /><br />While the various scenes of family life take place in Finland, the themes are of a general nature wherever you happen to live.<br /><br />Collections of short stories are rarely as satisfying as a good tense 90-minute drama.""",3
50,"""Not as bad a film as i thought it would be.<br /><br />It has a good cast.Nice to see Roger Moore back on screen as well as the use of other British actors.<br /><br />Would like to see more of Olivia D`Abo in future projects.Maybe starring opposite her cousin the sexy Maryam D`Abo.<br /><br />Also a good use of unseen locations such as Luxembourg.<br /><br />Hopefully we will see more UK-European co-productions like this.""",3
51,"""It may have not been up for academy awards and admittedly, it's pretty cheesy, but it's just so much fun! Nothing makes me smile like Bill and Ted. Lovable, optimistic, and hilarious, Bill and Ted are a great way to unwind.<br /><br />Although I love Excellent Adventure, Bogus Journey is funnier to me. Death is flippin hilarious and Bill and Ted are even more endearing. People give me grief about loving this movie, but only really pretentious movie-watchers will say it's not even a bit entertaining. If you like this, you'll probably also be a fan of Wayne's World, Dude Where's My Car, and Dumb and Dumber. Admit it, though foolish, they make you grin and turn your tickle box over. So watch them just for kicks and giggles!!""",3
52,"""This movie is good. It's not the best of the great CG kung fu flicks but its pretty good. First thing first, the story is actually good. The whole idea of gods vs fallen gods type deal with super powers is pretty cool. My problem is theres too many characters! It got very confusing when they switched scenes! The special effects were INCREDIBLE! The fighting scenes were very fast paced and complex. This movie practically all computer generated. The acting is superb, as always expected from such high profile players. Ekin Cheng makes an excellent protagonist, loner character. Zhang Ziyi did nothing for me in this movie. I thought she would have a bigger part but she did one fight scene and a whole lot of yapping. The bad guy, the whole skull army and the whole blood cloud thing is very frightening. The music is also excellent. To me this story deserve at least a mini-series and not just ONE movie. Theres too much story to cram in 2 hours. Maybe if there was a book or something, I would be able to keep up with all the characters and the details. This movie sacrifices story integrity for action. I reccomend Storm Riders over this any day.""",3
53,"""Plotwise this is a rather silly little whodunnit masquerading as a period drama/biopic.<br /><br />However the only reason I wanted to see it in the first place was because I was curious about what the great Henry Fonda was really like at his peak. I wasn't disappointed - he produces a truly warm and charismatic performance.<br /><br />In addition I can honestly say that I was never really bored at any stage during the film, so a strong ***1/2 Out of *****""",3
54,"""This isn't among Jimmy Stewart's best films--I'm quick to admit that. However, while some view his film as pure propaganda, I'm wondering what's so wrong with that? Yes, sure, like the TV show THE FBI, this is an obvious case of the Bureau doing some PR work to try to drum up support. But, as entertainment goes, it does a good job. Plus, surprisingly enough for the time it was made, the film focuses more on crime than espionage and ""Commies"". Instead, it's a fictionalization of one of the earliest agents and the career he chose. Now considering the agent is played by Jimmy Stewart, then it's pretty certain the acting and writing were good--as this was a movie with a real budget and a studio who wasn't about to waste the star in a third-rate flick. So overall, it's worth seeing but not especially great.""",3
55,"""Gene Kelly, Frank Sinatra, Kathryn Grayson, and Jose Iturbi star in ""Anchors Aweigh,"" directed by George Sidney.<br /><br />Kelly and Sinatra are Joe and Clarence, two navy guys on leave in Hollywood. They meet a little boy (Dean Stockwell) and on taking him home, they meet his aunt (Grayson). Clarence falls for her. She wants an audition for Jose Iturbi. They try to help, but there's a mix-up.<br /><br />This is a very energetic musical with great dancing and singing by Kelly and Sinatra. Kelly gets to dance with Jerry the Mouse in a delightful sequence. Grayson sings Jalousie and My Heart Sings. Not one of my favorite voices, but she does well. Iturbi's piano work is beautiful.<br /><br />Sinatra gets to show his versatility and why the girls swooned over him, with those big blue eyes and boyish face. For Kelly, this was a major break for him at MGM.<br /><br />Wonderful movie, very buoyant.""",3
56,"""The only reason I give this movie 8/10 stars, and not 10, is because 1) Sinatra is awful and 2) the love interest of Kelly's character leaves much to be desired, (IMHO). Do love that Dean Stockwell, Quantum Leap - Al, is the little boy. The dance sequence with Jerry Mouse is one of the most entertaining and amazing dance sequences I have ever seen. Tom and Jerry is still a personal favorite of mine and my daughter's. I'm 28 and she's 4, so while the character is less iconic than Mickey, he is still a favorite of many children and adults today. Kelly is as always captivating, his eyes full of fun and excitement. In every movie I have ever seen him in, he always steals the show. One of the best dancers of the 20th century. It is no wonder Paula Abdul ""sampled"" Kelly's moves. I would also list Gene Kelly as one of the most beautiful people of the 20th century. If you were to watch only one part, don't miss Kelly's dance with Jerry Mouse. You will NOT be disappointed.""",3
57,"""I saw only the first part of this series when it debuted back in the late 90's and only recently got a chance to watch all three parts via Netflix (convenient service by the way). All in all, I liked this lighthearted, sometimes genre challenged, mini series. The story of a younger man falling for an older woman seems to work and the actors are all fine. Yes, it does have some romance clichés of running in the rain or a train station goodbye, but the characters have a chance to be explored so it doesn't seem cheesy, like it would be if this were some Tom Hanks vehicle or similar. Robson Greene, who at times reminds me of a separated-at-birth Scott Bakula does a fine job of someone who is head over heels in love and the ebb and tide of desire and rejection throws the series into watchable fare. Personally, I think the series could have been done with two episodes, but that's up for debate I suppose. Apparently, there's a sequel, and that should be arriving tomorrow via Netflix.""",3
58,"""As far as parody films go, there are few that are worth time and energy. but with a recent resurgence of horrid parodies such as Date Movie and The Comebacks, it is a breath of fresh air to come back and rediscover a truly funny farce like Johnny Dangerously.<br /><br />After his mother has no end of medical problems, little Johnny goes to work for the mob. What fallows is a series of gags, most of which work, there are, however, the occasional flops. But a foreign gangster who can't master the American language (profanity wise, at least), a rival gangster with a penchant for shooting his mouth off (...once!), a younger brother with the D.A. who is out to get Johhny Dangerously, and a hot young starlet hot for his affections have Johnny busy.<br /><br />And the viewer will be busy laughing, for the most part, as every gangster-movie cliché is skewered by a talented cast and decent writing.<br /><br />Not perfect by a long shot, but definitely good for a smile on a bad day.""",3
59,"""""A truly nice story with a moral about brotherly love"" describes this odd David Lynch film. This was especially ""odd"" because it wasn't the kind of film Lynch had been putting out in the last 15 -20 years. Those were dark and shocking films (Blue Velvet, Wild At Heart, Mulholland Drive) and this is the opposite. I know it disappointed a lot of his fans. Others were delighted by it. Count me as one of the latter, and I own all three of those ""dark"" films, too.<br /><br />This was another supposed-true life story, here detailing an elderly man's trip in a seated lawnmower from western Iowa all the way to Wisconsin to see his ailing brother who he hasn't talked to in years but wants to see before the latter dies. Well, I guess that premise - an old man driving a lawn mower 400 miles - still makes this an ""odd"" film of sorts, so Lynch stays in character with that! <br /><br />Richard Farnsworth plays the title role. He is the type of guy, face-wise, voice-wise, low-key personality-wise, that just about everyone likes. The wrinkles on his face tell many a story. It was so sad to hear what happened to him in real life a year after this film was released.<br /><br />The first 25 minutes of this film isn't much, and not always pleasant as it shows the main character's adult and mentally-challenged child (Sissy Spacek) and her tragic past, but once Alvin Straight (Farnsworth) begins his trip, the story picks up. I played this for several friends and they thought the film NEVER picked up, but I am more generous with it. I think it's a hidden gem. To them, it was a sleeping pill.<br /><br />I found his trip pretty fascinating but you have to realize in advance this is NOT going to be a suspenseful Lynch crime story. It IS slow and if that's okay with you, you might like this. Charm enters the picture in some of people Alvin meets along the way, such as a wayward young girl running away and some nice town folks who help the old man out when he gets in trouble. (Henry Cada as ""Daniel Riordan, is a standout in that regard.) Harry Dean Stanton gets third billing, but that's a joke: he's only in the final few minutes of the movie!<br /><br />The Iowa scenery is pleasant. I lived there for several years and can attest to the rolling hills and the rich soil. It's a nice state with nice people....like this movie.""",3
60,"""Overall, I thought it a very nice movie - I hate to use the word 'nice' as it's rather dry but it was very beautiful to look at and the central performances by Rupert Friend and Emily Blunt were very strong. What I liked most was that despite the gleaming aesthetics of the costumes and the settings, all gilded and shiny, this aspect never took over the heart of the film which was good, strong writing (thank you Julian Fellowes :D); nothing too flamboyant or saturated with pomp, i.e not sensationalised greatly (when Victoria is dragged out of bed to be informed she is now Queen, well you couldn't get a less glamorous hand over of the crown). It was paced gently and every line in the film held its worth.<br /><br />Undoubtedly the portrayal of the love between Victoria and Albert, though somewhat fairytale-ish on the face it, was in fact a slow burning candle and Friend and Blunt did well to show how effortlessly these two people 'fitted' together despite the union being initially arranged (my fave bit was when they come home after hunting and Victoria simply hugs her new husband from behind; so much said without any words, that's what film is all about). Blunt held her own beautifully as well, she has a face that demands your attention and I can't not mention the costumes that she wears - every one simply gorgeous. If I was Blunt I would have trouble parting with any of them! The rest of the ensemble cast all played their roles well, Harriet Walter as Queen Adelaide being a highlight.<br /><br />The only qualm I have, is that it lacked a sense of urgency, or an event that could have made the movie a little more exciting? (It was rather tame) I don't know, I wanted 'something' to happen that would have Victoria draw out some strength and prove her worth a little more. When she and Albert argued, I loved it, I could have done with some more pivotal dramatic moments, though that may be just me.<br /><br />Lastly, at the risk of sounding all patriotic, it did renew a sort of pride and awe in the crown and what it takes to be in such a position, especially in one so young. This may be in part to the fact that this film's snap shot of Victoria's young life is immediately apt to what I have been writing for one character of mine in 'The Sword & The Scion' but nevertheless, it did flag up those feelings (for those following my book, can you guess what character Victoria so aptly reflects?) It might have been in part to the film displaying how ridiculous the government were back in those times as they didn't seem to give two hoots about the poor and dispossessed of the nation, which only in turns renews appreciation that Queen Victoria and Prince Albert were so active in this domestic domain. It made the government appear rather useless - nothing much has changed then I suppose.<br /><br />BLOG on films and books: http://sempergratis.blogspot.com""",3
61,"""A nice Shirely Temple short. Child actors screaming their lines seemed to be the norm for that day and time. Perhaps being ""seen and not heard"" needed to be made up for. Aside from that this is fun. Given the films era there are certain aspects of the thing, from a social viewpoint, that strike me as both very progressive and liberal. I won't go into those here, I'd rather not spoil it for you but let you watch it for yourself and see if you spot those elements. As early on as it was its easy to see from this short the fascination that was already developing for Temple. That makes it worth watching if you're a Temple fan. For others its a cool way to kill ten minutes while you're waiting for your good night glass of milk to warm up on the stove.""",3
62,"""All in all a good film and better for the fact that had the film not been made the story might remain hidden to the masses. Brosnan does a good job as the native American with a hidden past and the photography is stunning. To some, this may be too whimsical, to others boring - for me it is a gentle, well-told tale and perfect for family viewing. Now that's not something you get a lot of recently.""",3
63,"""I'm still new to the Krimi genre and the only one I've seen prior to seeing this one was the earlier and somewhat disappointing 'The Dead Eyes of London', which didn't exactly inspire a great hope for the rest of the genre in me. If I'd seen this one first, however, the feeling would have been different as while The College Girl Murders is a bizarre and rather wacky attempt at a crime flick; it's great fun to watch and it's really hard to hate a film that throws so many weird and wonderful ideas into the script and manages to pull it off with style. The film begins in a lab where a crazy scientist has invented a new and highly toxic poison that kills its victim and makes it look like they died from a heart attack. This poison is used by a mysterious criminal mastermind who breaks common criminals out of jail to carry out his murders using this poison (and then has them put back in jail). As the title suggests, it's a nearby college full of girls that provides most of the victims. There's also a mysterious monk dressed in a red robe who marauds around breaking necks with a bullwhip.<br /><br />Of course, with a plot like that; this is not exactly a serious affair and the director clearly knows that as there is a very tongue-in-cheek vibe to the film, which does bode well with the plot. The fact that there are so many different sides to the plot does unfortunately mean that everything does not run smoothly; although this isn't a big problem as things are kept ticking over nicely throughout the film and there's always enough going on to keep the audience interested. The atmosphere is superb and the colour scheme on display is great too look at. Of course, the film is based on an Edgar Wallace novel and clearly the man has a great imagination; the locations used are also superb and while a killer's lair decked out with a host of wild and exotic animals might not serve any relevance to the plot, it does help to give the film that extra 'something'. You cant expect a conclusion that fully makes sense after all the stuff that goes on in this film; but the reason for the murders sort of makes sense and is a satisfying way for the film to climax. Overall, College Girl Murders is an excellent little mystery flick and one that comes highly recommended!""",3
64,"""I have always enjoyed the Pokemon movies. Yes, I know, all of them are very corny, mediocre in some certain areas and sure, even though they're aimed at little kids they're too adult in some fields to be able to guard them with the statement,""Hey, lighten up, it's a kids movie,"" but all that aside, aren't they still good pieces of entertainment? In my opinion, they are so and I enjoy them greatly. This one is just as enjoyable as the previous three, and certainly cuter. It has some really sweet and touching moments since it is the introduction of the lovable, fresh Pokemon Celebi. It's not the best Pokemon movie, but I do enjoy it more than the third installment, even though the third is not bad, and the entire series is just entertaining, harmless, popcorn family fun and should be considered nothing more, nothing less. This film has some high marks of intensity and interest, especially around the climax/ending, as do all the installments, and the characters, while a bit more lackluster than the previous three, I thought, are still likable and humorous. This films is the lowest rated and most criticized of the four feature length adaptions, and it doesn't deserve that.""",3
65,"""as a sequel,this is not a bad movie.i actually liked it better than the 1st one.i found it more entertaining.it seemed like it was shot documentary style.at first this bothered me,as i thought it just looked too low budget.but it grew on me,and it made the movie seem more authentic.this movie has more dry one liners than the original,which is a good thing,in my opinion.i do think at times they went a bit over the top with some of the scenes and the characters.it almost becomes a parody of itself,which may be the point.this movie at least has some suspense,which the 1st one did not have,in my view.it has some of the same great music from the original,which is great.the acting again was pretty decent for the most part,though like i said,some of it seemed over the top.i also felt that the movie loses a lot of momentum towards the end and there are a few minutes which seem really slow and just don't seem to flow,like the rest of the movie.overall,though,i thought this was a pretty sequel.my rating for ""Return to Cabin by the Lake"" is 7/10*""",3
66,"""A couple(Janet and Richard) go camping out in the woods near a giant swamp. After camping and enjoying nature, the couple takes shelter in what they think is an abandoned farm house. Soon, a pair of escaped convicts show up and, after much delaying of the inevitable, they proceed to rape Janet and lock Richard in a birdcage.<br /><br />This LAST HOUSE ON THE LEFT-like film has to be one of the most underrated horror films ever made. It's one of the more sick and twisted early 70s shockers. Moreover, I found this to be quite enchanting and beautiful in it's perverse tone. I love CAGED TERROR. The music definitely helps lend a sense of personality to the film as well as a lot of beauty. I found the film to be quite creepy.<br /><br />The flaws mainly have to do with the pacing of the film, which is to say that the film is rather slow and meandering. While I didn't mind the pacing due to the beauty and suspense of the film in question, I do think that it will both most people. The acting isn't too good nor is the dialogue, at least in the early scenes. This film takes a little more patience than usual, and it's really not for everyone.<br /><br />In short, this was a good film. Not the greatest horror film I've ever seen, but it is certainly a lot of fun. It's not exactly the easiest film to find. It's possible to find it in the USED section of a lot of stores if you look hard enough. It's not for everyone, but if you're a fan of trash cinema then it's definitely worth checking out.""",3
