row_number,text,classification
79,"""I was expecting to love this movie--film noir, serial killer, dark irony. I was baffled by many choices the characters made (""Hey, I know they're creepy looking, but let's hook up for a cross-country road trip anyway!""), found the pacing to be glacial, and the emphasis on moody lighting to take the place of original thought by the director and cinematographer.<br /><br />Thinking about it now, this would have been a much better movie if someone had just run the script through the common sense-o-meter (1992 model) before starting to film...""",1
80,"""Laughed a lot - because it is so incredibly bad - sorry folks, but definitely one of the worst movies I have ever seen... I know it is low budget, but anyway: the actors behave like playing in a soap, the dialogues are absolutely crappy and the last time I have seen such odd pictures was at a trash nite at some youth video festival ten years ago. I really appreciate that people gather together and shoot cheap movies, but at least a certain amount of quality should be accomplished. But at least one good thing: the first three minutes of the movie were quiet interesting and looked okay - and the score was really worth listening to. The DVD cover promised a lot, but that is by far the best this film has to offer...""",1
81,"""I see people writing about how great this movie was. It was horrible! The acting was sub-par at best. It made a lot of money because teenage girls went to see the movie 7 times in the theaters because of Leonardo. Where the hell did they get the money? Anyway, I wanted to learn more about the Titanic; why it sank, what was running through a lot of people's minds; maybe even a little conspiracy stuff. Does anyone realize that certain people didn't even board the ship because there was a fire on board before it even took off? No, you don't because all you see is a rich girl falling for a poor boy and he paints her naked (did that corny junk at least tip you off that the movie was stupid?).<br /><br />I did cry in during one scene, though. The scene when they showed the water that was filling up in the ship. It looked like pool water! I'm thinking this movie made all this money and they couldn't even make the water from the ocean look real? unbelievable...<br /><br />Ohhh the band played on while the ship sank.. Just ridiculous. This was the worst movie until Pearl Harbor outdid it in the ""Nothing to Do With Reality"" department.""",1
82,"""Usually, I know after the first minute of a movie if I will hate it or adore it... but now, I was wrong.<br /><br />The start was great; the ""this is based on a true story"" and blah blah blah thing was funny. After, the cartoons and the description of the guys' life with pictures made me think I had made the right choice.<br /><br />Then, seeing the hilarious fake look of Toronto was cool. Also, the situation and appearance of the house seemed to confirm my first idea.<br /><br />That was maybe the first 10 minutes of the movie... which afterwards looked like an eternity.<br /><br />Maybe that's just me not understanding English Canadian humour (that's possible, English Canadians also do not always understand Quebecois humour), but hey... there was enough stuff in that for a short movie, *nothing* more. Maybe that could be a meaning for the title? Anyway, almost everything was filling, and very few things were even close to funny in my opinion.<br /><br />As a matter of fact, the ""making of"" was better than the movie. At least you understand the motivation behind that which made everything bad. The potential of the idea was great; that's why I rented the movie, being interested in the ""annoying people disappearance"" thing. But yet, I did not know the whole universe would vanish, and with it even a point to the movie.<br /><br />If you are English Canadian, it seems you could appreciate the local humour, considering the surprising number of people who gave this movie an 8. Otherwise, just think twice before losing your precious time...""",1
83,"""I cannot believe how uneducated this movie is. It's like watching police academy, except it's with people that have no clue of what they are talking about, and...Wait, there is a stupid robot that is supposed to be a sidekick. I can understand suspension of disbelief, but this is just complete stupidity. Not only is there no plot to this movie. It's like watching someone that pretends to be a doctor, throw non-medical words around as if they were chief of staff at a major medical facility. Plus the people are wearing clothes that are un-befitting for a space program. I feel like I'm watching a valley-girls ""b"" movie, in space.""",1
84,"""Ritchie's first two films were snappy, stylish entertainment. Here, he raids two recent classics  'The Usual Suspects' and 'Fight Club'  and still comes out empty-handed.<br /><br />Despite parading itself as a con-mystery (with the sub-'Usual Suspects' twaddle ""the greatest con he ever pulled was convincing you that he was you"" or whatever it was...) and attempting a 'Fight-Club' twist about which characters are real and which are internal manifestations, the film struggles to maintain interest in its second half. By the last third, you know you're being lead down a blind alley, and tediously slowly at that.<br /><br />Cons, chess and game theory are all great subjects, but Ritchie delves into them too superficially and too repetitively to make much use of the material.<br /><br />The only thing that keeps the movie (almost) watchable is Ritchie's bold way with with a scene and Maurice-Jones's dynamic camera. If Ritchie stuck to a more satisfying plot, and succumbed to tighter editing, there's no reason why he couldn't have made another enjoyable gangster caper.<br /><br />As it is, Revolver is a waste of your time. Incomprehensibility does not equal profundity. If you want to see a great film that doesn't make logical sense but makes a virtue of it (and, incidentally, which also involves an inexplicable escape from solitary confinement) watch 'Lost Highway'.""",1
85,"""I've seen my fair share of badly thought-out endings and final twists to films, but I don't recall any film that committed outright suicide like this one did.<br /><br />The film makers were clearly hoping that the great twist would 'surprise' us all.... and it did, but perhaps not in the way the directors had hoped. I was left feeling surprised that Connery, Harris, Fishburn and Capshaw had anything to do with this turkey, individually or collectively.<br /><br />The film up until the final thirty minutes was rather engaging and I like the way the story was unfolding and the nature of the film overall. But once the twist was revealed, the plot holes and inconsistencies were remarkable, the underlying motive for revenge was ill-conceived and the ways things so neatly worked out for Bobby Earl was ridiculously far-fetched. What's worse is that, once the twist was revealed, the remainder of the film became excruciatingly predictable.<br /><br />Harris gave a terrific performance and Connery is like Morgan Freeman in that he never gives a bad performance, even if the movie ain't that great! So all in all, it starts well and the unfolding keeps the viewer interested. The last 30 minutes is one of the most memorable nose dives in the history of cinema.""",1
86,"""The film portrays France's unresolved problems with its colonial legacy in Western (Francophone) Africa through the befuddled and complex psychoanalytical prism of a young woman, France (herein symbolically representing her nation). It is an often engaging and challenging portrait of a young woman's desire to come to terms with a traumatic moment in her past, in particular, and a nation's desire to reach out to the 'other' it once 'owned' and moulded. This is reflected in the way in which it centres entirely around the notion of travelling (or being in transit) from the present to the past; remembered realities to undeniable contemporary political and economic actualities.<br /><br />The characters all play a symbolic, albeit a limited and unconvincing role. France, meant to be a visual as well as a totemic representation of contemporary French society, leaves one indifferent to her plight as she seems still to be imbued with the same naiveté she enjoyed as a child-in fact as a child she seems more in possession of her reality. The rest of the rag-tag ensemble is just forgettable. The black Africans are, to say the least, offencive impressionistic portraits of former colonised peoples now colonised by the director's poor handling of her material. They are no more than a dark and moribund backdrop against which the blythe-like France wonders seeking a world she never knew, and hoping for one that can never be found in Cameroon.""",1
87,"""I figured the whole joke of the movie would be to see some rich white guy acting like Chris Rock, and then see Chris Rock react to people's reactions. Instead you just see Chris Rock being himself and people not understanding him. There are maybe 2 scenes in the entire movie where they use their gimmick. This should have been a lot better.""",1
88,"""I am a huge, huge fan of John Cusack, Samuel L. Jackson, and Tony Shalhoub. I'm slightly less fond of Stephen King, but I like some of his work.<br /><br />This said, I should have LOVED 1408.<br /><br />***POSSIBLE SPOILERS AFTER THIS POINT**** <br /><br />I walked in eager. I walked out disappointed.<br /><br />This is not the fault of the actors. Shalhoub and Jackson both have very small roles because the premise of the movie puts Cusack in the ""guy in a locked room"" scenario.<br /><br />This wasn't a BAD movie, but I can't call it a good one either. It was a muddied mess that had moments of ""ouch, that's just WRONG,"" combined with moments of ""ouch, that's just painful,"" and moments of ""oh, now THAT'S just unfortunate"" with very little continuity-connectivity between them. Eislin's father shows up once, and there's no seeming connection to the rest of Mike's personal life that we see displayed while he tries to survive the room. <br /><br />A previous commenter described the Olin/Enslin argument as worth watching, and I very much agree. But other than that, aside from some clever musical cues (the room almost playfully torments Enslin a little bit, and gives him one chance to get out before upping the ante...at which point it gives him the one-hour countdown clock and the titular line from the Carpenters ""We've Only Just Begun."") it's mostly ""stuff jumps out at you when you least expect it!"" type horror that was fun when I was fourteen, and surrounded by friends my age, clutching each other in the summer while Jason stalked Camp Crystal Lake.<br /><br />The rest of the movie was ""let's make him relive some of his most painful experiences"" mindgaming, with ""let's animate the paintings in creepy ways"" cliché cheesiness.<br /><br />******END SPOILERS***** <br /><br />I expected better from this movie with Stephen King's name attached to it, as well as the actors I mentioned above.<br /><br />We never find out the origin of the evil. We never get to see the evil defeated, though we can presume maybe it was defeated.<br /><br />And the ending was just a jarring ""What?!"" moment.<br /><br />Wait for it to come on cable. I wouldn't have minded paying for it as a matinée, but I'm feeling a bit shortchanged for having paid opening night prices for it.""",1
89,"""I will never be a member of any club that would have me,<br /><br />especially this one.<br /><br />Starr Andreeff is a single mom/stripper who gets attacked by a<br /><br />female vampire and left for dead. She begins to get a hankering for<br /><br />blood, and meets up with John Savage, looking like he's<br /><br />wondering where he left Michael Cimino's phone number. Savage<br /><br />is also a vampire and wants to let Andreef join his little vampire<br /><br />family, which consists of a British vamp, the blonde vamp who<br /><br />attacked Starr, and a green haired midget (I am not making this<br /><br />up).<br /><br />The family does not want Starr, so they try to kill Savage and Starr<br /><br />and Starr's kid.<br /><br />Someone forgot to tell John Savage that this was a drama. He<br /><br />spends most of his screen time exhibiting more facial tics than<br /><br />Hugh Grant on a Jolt Cola bender, and he reads all of his lines like<br /><br />he is making a Farrelly Brothers film. Andreeff tries to make the<br /><br />most of a badly written role, but screenwriter/director Ruben goes<br /><br />for all the vampire cliches, like Starr eating her son's pet hamster<br /><br />and buying a lot of raw meat to fight the craving for blood. The kid<br /><br />also gets knocked around a lot, for those who think watching<br /><br />violence against children is really entertaining.<br /><br />The film is extra gory, but not in a wild, over the top way like ""Killer<br /><br />Tongue."" Here, the gore is gross and never justified, it just occurs.<br /><br />It is just in the budget. Most of the R rating goes to Andreeff's<br /><br />coworkers, who are put through embarassing strip routines in the<br /><br />background of conversation scenes. The budget does not include<br /><br />vampire fangs! All the vampires here must stab their prey to eat.<br /><br />Nifty idea, unless you have already seen George Romero's<br /><br />""Martin.""<br /><br />Even at 77 minutes, and once you throw in Ruben's attempts at<br /><br />arty direction (skewed frames, blurred scenes), this is one<br /><br />tiresome, dull, and dirty ride. Leave this club and take a shower,<br /><br />you will need it.<br /><br />This is rated (R) for strong physical violence, gun violence, sexual<br /><br />violence, strong gore, strong profanity, female nudity, sexual<br /><br />references, drug abuse, and adult situations.<br /><br />""",1
90,"""The bad news is it's still really dreadful. I gave it a 2 because occasionally some of this kitchy slapstick parody actually seems funny.<br /><br />It's supposed to be better than ""Mulva, Zombie Ass Kicker"", and progress should be rewarded. Or maybe I was drinking heavily when I watched it and felt generous. Whatever, ""2"" it is.<br /><br />Maybe the best thing about this movie is that it's over pretty quick. It takes elements from most of Kill Bill I & II's key themes and fight scenes, hacks them up, dumbs them way down, dirties up the dialog, and squishes the whole mess into about an hour of truly awful amateur video.<br /><br />You'd best smoke a lot of something powerful if you want to enjoy this one. And get this DVD back to the video store on time! You'll really hate yourself if you have to pay a late fee.""",1
91,"""As myself and my other half are big fans of trash horror we couldn't resist getting out a movie that contained both of the greats we were thrilled! However for a 2004 movie with a rip off cover of Freddy Vs Jason this is a disgrace! The worst film I have ever seen but worth a look for a laugh if you are able to sit through it!<br /><br />The acting is awful the effects...well I could do better on my camcorder in fact its so bad they only bothered to put make up on the zombies faces and left out neck, hands etc. No story line, weird flashbacks that make no sense and terrible script!<br /><br />""you broke my tooth!"" from one vampire ""you broke my cigar"" was the response from the human who looked like uncle Jessie from Dukes crossed with Santa!""",1
92,"""The Invisible Man is a fantastic movie from 1933, a cutting edge film for it's time where objects appeared to rest on top of a man who was truly invisible. Go ahead, take a look at the film, you will be shocked that it was made in 1933, it was the first true special effects movie. Come 2000, computer aided special effects seem like child's play, audiences are not blown away by special effects, instead they are disappointed if they are not done right. The special effects in Hollow Man, the update of the HG Wells story, are OK, but not the biggest problem with this film directed by Paul Verhoeven, who you might remember from Showgirls and Total Recall. Kevin Bacon plays Sebastian Caine, a scientist dabbling in the world of bio-invisibilation (yeah, I know that's not a word) but of course is battling higher ups who are threatening to take away the team's funding. So, as movie characters who are about to have their funding cutoff are prone to do, he makes the ultimate sacrifice and becomes a guinea pig for the invisibilation (yeah, I know, I used that non-word again) process. The process has dire consequences, no Caine does not die, but instead becomes a horny, violent creature, aka a guy. Now that he's invisible, Caine stalks a sexy neighbor, a co-worker, former girlfriend Linda (Elisabeth Shue), and the man who took away his funding. Then a funny thing happens, Caine becomes a new supernatural being, ""The Thing That Won't Die."" Laughing in the face of all things natural, Caine faces down death and spits in it's face, as it take what feels like hours for this creature to die, dragging the ending of the movie out. The movie is silly, stupid, and finally laughable with the way realism is sometimes used, sometimes not. There are neat possibilities in Hollow Man, but of course, not one of them is explored. For a more interesting look at an invisible being, get ready for some good old-fashioned black and white cinema, and check out the 1933 Invisible Man. Kevin Bacon will still be invisible when you come back, probably still alive at the bottom of a volcano.""",1
93,"""Whatever the merits of the film, it is poorly researched. As others have pointed out, the movie shows locals in Iran speaking in Arabic, rather than Persian. That is enough to lose credibility for anyone who has the slightest knowledge of the area or the country. The landscape could not be more different from the actual.<br /><br />Other factual errors: A train is shown to be operating in Afghanistan, while Afghanistan does not have railways. The Turkish ambassador is wearing a Fez (the red hat), whereas the Fez was banned by Turkey much before the time in which the movie is set. The Turkish ambassador's daughter is actually dressed as an Indian, and Indian classical music is playing in the background in many scenes. I suppose the filmmakers meant to show an exotic woman, and sari was what they decided would make her exotic.""",1
94,"""Let's just say I had to suspend my disbelief less for Spiderman than I did for Hooligans. That is, to say, I have less of a problem believing Toby McGuire can stick to buildings than I do Elija Wood throwing down with toughs in Manchester. I won't get into specifics, as I don't want to write a spoiler, but the idea of grown, professional, British men getting into near death scraps every weekend is, well... funny. And this film is not. The fighting, the idea of fighting, is taken far too seriously. The gravity of the pugilism, the reverence with which the subject matter is treated becomes irritating, as it neither establishes or resolves the conflict. It seems as though the plot, with holes big enough to drive a Guiness truck through, has been slapped together with a contrived ""fish out of water"" theme so that viewers can gaze into Woods teary eyes as he learns how to become a man ie. hitting other young men of opposing football tastes with blunt objects and then running away as fast as he can. The characters are cartoonish, especially the Americans at Harvard. The character development and story line are telegraphed to the viewer throughout the picture. Unfortunately, the absurdity of the film doesn't reach its height until nearly the end, which by then you'll have spent nearly two hours of your life you are never getting back. Pick up ""The Football Factory"" or ""Fight Club"" instead of this corny, and disappointing dud. It doesn't waste time with empty melodrama, the tired old ""Yankee in King Aurthur's Court,"" or weepy, parables of coming of age bullsh*t. They're just pure, dark, and clever fun; the way violence is supposed to be.""",1
95,"""Andrewjlau, I could not agree more. My girlfriend is watching this at this very moment, and I find this movie appalling. Quote from my Chinese girlfriend, laughing: ""They are doing all this for a man!?"" <br /><br />I find these women have no intensity, no sense of the a fight between tragedy and identity, and that these men are hardly worth fighting for. During the dance scene where Zhang Zi Yi wins them over, the men look stupid more than admiring.<br /><br />Japanese people have much more intensity than Chinese people, and being geisha is Japanese culture. I am sure the Chinese had something similar, but the faces do not match the main.<br /><br />Anyway, the dialogue is so unmysterious, so American. Had a European done it with European orientals, they would have done a far better job.<br /><br />I have to add: it seems most of the people who liked the film are American. Sorry to say, but no wonder. All spelt out for you, not instinctive, not passionate. I think the Chinese actresses are lovely, but I could not say they were good actors in this film. Yes, the cinematography is great, but really, I cannot see how it can be seen that these characters are complex, deep individuals.<br /><br />I'm going to Japan to see the real thing. I am sure that would be amazing to see.""",1
96,"""If you like movies about creepy towns, hotels, houses, states (ala the Eagles ""Hotel California""), etc. that possess the people that are ""just passing through,"" read almost any Stephen King novel instead. If you like the setting of ""Disappearance"" start by reading King's ""Desperation"" but also check out ""The Shining"", ""Salem's Lot"" and ""Needful Things.""<br /><br />The crow motif, the desert, the family driving in desperation to escape or avoid possession are tired. Why didn't they just make the film from the ""Desperation"" novel? Maybe they approached King and he nixed? Must be.<br /><br />Susan Dey and Harry Hamlin look happy to be reunited and they have both worn well over the years, but they're still TV and direct-to-DVD caliber actors.""",1
97,"""I can't recommend this film as a date movie. Gary Oldman's semi-autobiographical account of life lived on a South East London estate is a violent, Beckettian account of one of Dante's circles of hell, frankly. At the centre of it is Ray Winstone, who has done this sort of character before but never as well. The film opens with him ordering drinks at a pub bar - that's all - and you are already gripped with a sense of the frustration, self-loathing and barbarism that he exhibits in many different ways throughout the course of the movie. It's an acting masterclass.<br /><br />Of course the stymied and dispossessed need a foil in a drama such as this and Winstone is matched by Kathy Burke as his long-suffering wife, who absorbs and ultimately rejects his unbearable behaviour. Charlie Creed-Miles does an able turn as the fuse-lighting druggie son Billy although he must have wondered sometimes exactly what he let himself in for. Gary Oldman directs close up on the actors, maximising the claustrophobia of their council flat squalor. 4/10""",1
98,"""OK,but does that make this a good movie?well,not really,in my opinion.there isn't a whole lot to recommend it.i found it very slow,tediously,in fact.it's also predictable pretty much through and through.number one and two were somewhat predictable,but not as much.i also felt this movie was quite campy at times,which i didn't really think fits this series and the character.Jeff Fahey plays the main bad guy in this installment.he's a decent enough actor,but i felt he played his character too over the top.i guess that fit with the tone of the movie,which would have been great if i had liked the movie.plus,there were some pretty bad one liners.Arnold Vosloo returns in the title role,but is given little to work with in this movie.the character has not really evolved,as i had hoped.oh well.this is just my opinion.anyway,for me,while this movie is not abysmal,it is pretty bad.my vote for Darkman III: 3.5/5""",1
99,"""For me the only reason for having a look at this remake was to see how bad and funny it could be. There was no doubt about it being funny and bad, because I had seen ""Voyna i mir"" (1968). Shall we begin? Here we go...<br /><br />Robert Dornhelm & Brendan Donnison's Pierre Bezukhov - a lean fellow that lacks the depth of the original; Robert Dornhelm & Brendan Donnison's Natasha Rostova - a scarecrow, her image can cause insomnia; Robert Dornhelm & Brendan Donnison's Andrej Bolkonsky - an OK incarnation which, like the lean fellow (cf. above), lacks depth of a Russian soul and ""struggle within""; Robert Dornhelm & Brendan Donnison's Napoleon - a rather unimpressive leader; Robert Dornhelm & Brendan Donnison's Prince Bolkonsky - a turd with an English face; Robert Dornhelm & Brendan Donnison's Count Bezukhov - a spineless freak-show...<br /><br />The rest of the characters are not much better.<br /><br />The movements of the actors and the way they look and speak are often atrocious. They behave like modern EU citizens dressed up for a one-day masquerade. It all looks cheap and never comes close to the standards of our Russian men and women of the early 19th century.<br /><br />A good piece of entertainment to scrutinize and make fun of. We had quite a few giggles in our office when remembering this modern product, which had been shown the previous evening on our TV.<br /><br />""User Rating: 8.0/10 (29 votes)"" - I guess, many young people have never watched our film (""Voyna i mir"" 1968) or have weird sense of ""Tarantino-Spielberg"" quality. Remember the scene when our hussar is saving his friend, turns around, shoots, and the bridge goes boom? Looks like a CGI explosion.<br /><br />There is neither sense nor craft to make a better version of the novel, which was screened properly in our country once. But I would be happy to watch a Russian remake of ""Gone with the Wind"". Hey, directors, wake up and get busy with that, instead of spoiling our classics.<br /><br />Now back to common sense. Jokes aside. What I mentioned above is nothing new, though deadly exaggerated.<br /><br />To make foreign actors trying to pass for Russians (while participating in very serious epics and dramas) is a rude mistake and the filmmakers are making this mistake again and again. Of course it results in numerous laughs - especially Clemence Poesy is uncomfortably ridiculous and her dancing and singing makes a Russian viewer think: ""This sucks so much that it's funny!"").<br /><br />In order to say something new, I'd like to mention the pace of the movie. To my mind, this new version is very patchy. The narration and the scenes are not naturally flowing - they stagger and pop up like in a modern video. Again I have to remember our ""Voyna i mir"", where the action is so natural and the narration is so easy that you simply sit back and enjoy ""going with the flow"".<br /><br />I thought that maybe the Borodino battle would be great (to somehow rehabilitate numerous drawbacks) but it has turned out to be no match for the war scenes filmed in 1968.<br /><br />There should be something good in this movie after all. And there is. The actors seem to be trying hard to make it all work. They did not have a chance from the start but they still joined ""the losers' team"". Plus 1 point for that recklessness. It makes a Russian viewer uncomfortable - some scenes are ironically ridiculous though they are intended to be dramatically powerful and the actors are doing their best. It all evokes pity, and sometimes - fits of laughter.<br /><br />What I still like about this serial is the last part of it. It shows very vividly how everybody gets his or her ""salary and taxes"". Besides, judging by the movie trailers I thought that the film would have an adult sex scene, which would definitely kill the whole project. But, fortunately, it does not have such rubbish. And that's a big plus.<br /><br />""Voyna i Mir"" is no ""Harry Potter"" and nowadays even we, here in present-day Russia, do not have enough craft to film it properly. Do I have to say that the moral quality of our life has deteriorated immensely? Fortunately, a proper film was screened during our Soviet times. The American version of the 1950s was justified to some extent - ours did not even exist yet. There were extenuating circumstances then.<br /><br />4 out of 10 (1 point is given from the start, 1 point goes for the recklessness, and 2 points for the last part of the serial. Thanks for attention.""",1
100,"""With all the excessive violence in this film, it could've been NC-17. But the gore could've been pg-13 and there were quite a lot of swears when the mum had the original jackass bad-hairdewed boy friend. There was a lot of character development which made the film better to watch, then after the kid came back to life as the scarecrow, there was a mindless hour and ten minutes of him killing people. The violence was overly excessive and i think the bodycount was higher than twelve which is a large number for movies like this. ALmost every character in the film is stabbed or gets their head chopped off, but the teacher who called him ""white trash"" and ""hoodlum"" (though the character lester is anything but a hoodlum, not even close, i know hoods and am part hood, they don't draw in class, they sit there and throw stuff at the teacher). The teacher deserved a more gruesome death than anyone of the characters, but was just stabbed in the back. There were two suspenseful scenes in the film, but didn't last long enough to be scary at all. As i said, the killings were excessive and sometimes people who have nothing to do with the story line get their heads chopped off. If the gore was actually fun to see, then it would've been nc-17. Two kids describe a body they find in the cornfields, they describe it as a lot gorier than it actually was, they explained to the cop that there were maggots crawling around in the guys intestines. His stomach had not even been cut open so there was no way maggots were in his stomach, though i would've liked to see that. The acting was pathetic, characters were losers, and the scarecrow could do a lot of gymnastix stunts. I suggest renting this movie for the death scenes, i wont see it again anytime soon, but i enjoyed the excessive violence. Also, don't bother with the sequel, i watched five minutes of it and was bored to death, it sounds good but isn't. The original scarecrow actually kept me interested.""",1
101,"""The Good Earth is perhaps the most boring film I've seen in my life. The plot is slow and lacking. The acting is borderline comical. While I love Paul Muni, I can now say i have seen a film that does not do his true ability justice. The only saving grace I found with this film is it's production value. The use of hundreds of extras throughout the film creates a very believable and interesting environment. Also, the beautiful effects used to create the illusion of millions of wasps sells easily and was revolutionary at the time. Other than the production value I can say little else that is good or entertaining about this film.""",1
102,"""I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!""",1
103,"""My roommates & I nearly shorted out our TV from the numerous spit-takes we did while watching this hilarious piece of 1970s self important pseudo-zen dreck. I'd read about this campfest for ages and scanned my local late night TV listings for YEARS in search of this elusive turd. Several years ago our local ABC affiliate was known for showing cool flicks for its late night weekend flick (ie ""Frogs"", ""Night of the Lepus"", etc). Then one day it happened: at 1:40am on a Saturday night (over 5 years ago) there it was! We had over 15 folks over and the flick did NOT disappoint!<br /><br />See! Andy Griffith as the silliest & most unthreatening bad guy since Jaye Davidson in ""Stargate""!<br /><br />See! William Shatner sport a variety of things atop his head that only faintly resemble human hair (or anything organic for that matter).<br /><br />Hear! jaw droppingly inane 1970s psychobabble that makes ""Chicken Soup For The Soul"" sound like BF Skinner<br /><br />Feel! Content that any decade was better than the 70s.<br /><br />For those still reading...the plot surrounds a bunch of middle class mid level a--holes who decide to suck up to their s---head boss (Griffith) by joining him on a cross dessert race that spans California & Mexico. They all wear leather jackets, looking more Christopher Street than anything else. Along the way they stop at a Cantina, get drunk, smoke joints (the sight Robert ""Mike Brady"" Reed smoke a joint is an image you won't soon forget), start a fight, attempt rape, and just act like a bunch of suburban middle class jack offs. Although I have an excellent copy that I taped off TV I WISH this one would be released on video so the whole world could enjoy its half baked goofiness.""",1
104,"""I watched this with a growing sense of unease. Why would God, in the shape of Ian Hunter, help these particular people in their attempted escape from Devils Island ? And what was he doing there in the first place ? I mean, I know God works in mysterious ways, but helping thieves and murderers and prostitutes find redemption, forgiveness and changes-of-heart in such a godforsaken location.... In any event it is hardly a likeable movie. Whatever Gable had by way of charm is missing in this portrait of a thoroughly selfish man, Crawford is as endearing as ever she was i.e. to me, not at all, and the whole look of the film makes it seem as if it was made 10 years before.Compared to contemperaneous films like ""Stagecoach"" and ""Mr. Deeds Goes to Town"", this looks prehistoric.""",1
105,"""I am not a big fan of horror films, and have only seen a handful of them (and none of the ""Halloween""s or ""Friday the Thirteenth""s) - but I can appreciate a frightening horror film not because of gore. And I'm pretty sure this isn't scary.<br /><br /> What's so spooky about a little plastic skull that pops up everywhere? In all of its appearances there are faraway establishing shots, so there's no real surprise in any of this film. (Not that a skull in of itself is that scary anyway, but . . .)<br /><br /> The plot concerns Claus Von Bulow's third cousin (John Hudson), who marries a Donna-reed look-a-like (Peggey Webber, giving one of the worst performances ever) who begins seeing skulls and hearing the mysterious screams of a group of peacocks on her husband's mansion. Did I mention that her husband lost her first wife in a mysterious drowning incident? OOOOH!!!! Wonder who did it!!!!<br /><br /> This is the same old plot about a rich boy trying to kill and/or drive their wife insane. If you want to see a well-done version of this stuff, try ""Reversal of Fortune"". And BTW, Jeremy Irons is one hundred times more talented than John Hudson.<br /><br /> The MSTing was okay but nothing special; paired with the ""Gumby"" short, however, it makes for good viewing.<br /><br /> Two stars for ""The Screaming Skull""; eight stars for the MST3K version.<br /><br /> And now, to paraphrase Mr. Von Bulow himself: ""How bad is this film?"" ""You have no idea!""""",1
106,"""Is there anything that happens in this movie that is NOT predictable? I think not. Basically the movie is cliché after cliché and really nothing ever comes as a surprise. It makes the movie extremely predictable and because of that the movie is also seriously lacking in tension. So for a thriller it is not tense and unpredictable enough but also as a drama it's a failure. This is because the movie its story is highly unlikely. I mean, no way this could ever happen in real life, as in the same way as the events occur in this movie. So the movie has a real suspense and credibility problem.<br /><br />But it truly are the clichés that killed the movie. It was cringing stuff at times. Everything is so formulaic in this movie. The predator is portrayed as a cool heartless, almost psychopath like sexual frustrated boy and the victim as a naive young woman, who acts like she didn't see any of this coming. Everything that happened in the movie was so obvious and all seemed to happen for a reason. Such as the sequence in which the 'predator' fixes the 'victims' broken car. That has got to be one of the oldest clichés out of the book. I knew what the movie tried to achieve after that point. I tried to look as if the teacher and the student were really growing toward each other trough the eyes of the other persons around them. It was so incredibly obvious and cheap that I almost wanted to stop watching the movie after that point. The movie is filled with moments like these.<br /><br />The title might suggest that this is a cheap porn movie but this in fact is a sappy made for TV movie. Which means that everything is slowly happening and the movie spends halve its time on character development and unnecessary sub-plots to make the movie even more drama like.<br /><br />I'll admit that Elizabeth Berkley is pretty good acting in this movie. She makes some of the clichés and events look even almost realistic at times. Her Hollywood career is as good as over after appearing in the Paul Verhoeven movie ""Showgirls"", so unfortunately she will probably only still appear in movies- and television series like this one. It's a waste of her talent and she surely deserves better. All of the other characters are a disappointment. Corey Sevier plays the cliché pretty 'untouchable' rich boy and the way the husband of the main character is portrayed is even worse. He looks more like a sexual frustrated predator than the true predator of the movie. He basically tries to have sex with his wife in every sequence. He wakes up, he wants sex. Before he goes to sleep, he wants sex. He gets home, he wants sex. It might be a realistic thing but I don't know, it just didn't feel right for a movie like this one and the story in general.<br /><br />A cliché filled movie and I can't think of any reason why anyone should ever watch this movie. It's predictable and therefor also lacks in suspense and credibility. Not an 'horrible' movie and it certainly is a watchable one at times but all the weak and cliché elements in the movie also make this far from a recommendable one.<br /><br />4/10""",1
